segment,segment_length,slope,avg_vehicle_speed,avg_Acceleration,avg_Total_Mass,SOC_difference,Total_Energy_Consumption,avg_Temperature
26,71.64438382938997,1.6409642927606949,14.522790935714289,0.0108225109523809,1195.0,0.0700000000000002,11.856,27.5
27,21.972750716202764,0.2602163680393246,9.39636561588889,-1.4467221235555554,1195.0,0.0020000000000024,1.56,27.5
0,73.07119308417097,-0.4581019830292311,12.88133975092,0.6321212119999999,1195.0,0.0599999999999951,9.36,27.5
1,71.01278971974783,-2.859009154689977,15.3240418895,-0.0247103385,1195.0,0.0,0.0,27.5
2,69.93994563139567,-1.9629223411574537,15.017520406315787,-0.1191246831578947,1195.0,-0.0090000000000003,-2.220446049250313e-16,27.5
3,69.43391157224899,-3.631137492686707,15.101225489,0.0896390369999999,1195.0,-0.0010000000000047,-2.220446049250313e-16,27.5
4,72.64726882762966,-4.163214045873846,11.443899782555556,-0.2282135074814815,1195.0,0.0,0.0,27.5
5,73.40701131560905,-3.7215990657774873,18.66740064882353,0.3069099295294118,1195.0,-0.0030000000000001,1.0920000000000003,27.5
6,56.60983089634208,-1.0600554774626556,13.901353104090909,0.1645802949999999,1195.0,0.0500000000000042,6.708,27.5
7,72.16979049497684,-0.0984972576375376,14.72043969142857,-0.120448179047619,1195.0,0.046999999999997,7.332000000000001,27.5
8,68.67552009672931,0.0254840277536673,15.221854771052632,-0.0494652405263157,1195.0,0.0300000000000011,5.148,27.5
9,74.24706924336914,-0.6944391796123481,14.387720791363636,0.0096418731818181,1195.0,0.0319999999999964,4.992,27.5
10,68.06342428085799,-0.1998718772770109,14.864349375,0.237121212,1195.0,0.0459999999999993,8.424,27.5
11,70.90578645671954,-0.2924265152112929,13.731951871909088,-0.1232782368181818,1195.0,0.0380000000000038,6.552,27.5
12,63.31658621288658,-0.0851336390971798,13.137158024130434,0.0891459347826087,1195.0,0.0649999999999977,10.452,27.5
13,70.47873407589675,5.501505157331327,13.837195484285717,-0.2780112042857143,1195.0,0.1370000000000004,22.152,27.5
14,55.17786338870602,7.080247771033172,12.339588107428572,0.0833333332142857,1195.0,0.1640000000000014,26.988,27.5
15,54.1310375821366,2.5528948457892464,12.705843602913042,-0.0144927534782608,1195.0,0.169000000000004,27.3,27.5
16,70.06545654331744,6.487228834945107,15.244840041052631,-0.044657097368421,1195.0,0.1480000000000032,24.803999999999995,27.5
17,68.60621236409206,5.60653412109653,14.108192113636363,-0.0922865013636363,1195.0,0.1299999999999954,21.216,27.5
18,71.7819448539911,0.7907923253673595,15.845142601499996,0.237878788,1195.0,0.0799999999999983,14.04,27.5
19,69.25756306850961,3.511280150370645,14.54959256380952,-0.0894660895238095,1195.0,0.0899999999999963,14.04,27.5
20,70.86298430414837,1.2311150885988469,15.624542641052631,0.0526315789473684,1195.0,0.0670000000000001,10.92,27.5
21,72.57724433893523,-1.0172051331504708,15.521412656,0.065909091,1195.0,0.0300000000000011,4.68,27.5
22,67.75469495251313,-4.351887328387619,14.878740970526316,-0.1810207336842105,1195.0,-0.019999999999996,-3.12,27.5
23,65.41119609073921,-1.458975418642052,15.078473812857142,0.139249639047619,1195.0,0.0189999999999983,2.964,27.5
24,72.23565920241717,-1.6803232827403738,14.9048351165,-0.0688279855,1195.0,0.0,-1.404,27.5
25,71.2461602288214,-3.4240590883913504,15.211303755,0.0317067735,1195.0,-0.0189999999999983,-1.5600000000000005,27.5
26,30.044907476512115,-4.539918822602951,10.051278155545454,-1.329373278181818,1195.0,-0.0079999999999955,0.0,27.5
0,66.9218612024472,3.963621550127739,14.104607455565215,0.7608695652173914,870.0,0.1050000000000039,16.38,31.5
1,70.94925734174628,2.118202531495526,18.013133061764705,-0.1114081994117647,870.0,0.0600000000000022,10.14,31.5
2,64.9677887664772,1.7212891522752645,15.355280748499998,0.060138146,870.0,0.0619999999999976,9.672,31.5
3,70.75834829626224,3.651110996798363,15.107864358095238,-0.0308123247619047,870.0,0.0880000000000009,14.976,31.5
4,70.94174440180834,2.0917698200071606,15.55242048894737,-0.2246223852631579,870.0,0.034000000000006,6.552,31.5
5,70.55414093070404,-0.32858058549527,15.5963012481,0.2354500894999999,870.0,0.0420000000000015,7.800000000000001,31.5
6,68.02052358154215,-2.891590555664624,18.413909311875,0.0077707218749999,870.0,0.0,0.0,31.5
7,71.69663463326651,-1.480291835736589,15.630459001,-0.1121212125,870.0,0.0,0.0,31.5
8,64.80115897779868,-3.6632220966072633,17.42392057833333,0.250841751111111,870.0,0.0039999999999977,1.5600000000000005,31.5
9,68.58960348604559,-5.453915224464916,16.300225436470587,-0.2139037435294117,870.0,-0.0300000000000011,-4.68,31.5
10,74.1213567412004,-5.887403967959273,12.770109180083333,-0.2032828283333333,870.0,-0.0389999999999943,-6.084,31.5
11,66.04243532171942,-3.595156195500901,14.130886065833332,0.1458333333333333,870.0,0.0,1.404,31.5
12,72.40204931155868,-7.338088501179486,14.438523894761902,-0.0007215004761904,870.0,-0.0400000000000062,-6.24,31.5
13,56.62549431807104,-1.07968400637228,12.93206773672,0.0012121211999999,870.0,0.0200000000000031,3.12,31.5
14,71.28286852285375,0.2973107032113904,14.61796536761905,-0.15007215,870.0,0.0300000000000011,4.68,31.5
15,70.63395338489613,-0.047305706347378,13.752325040608696,0.1963109352173913,870.0,0.0480000000000018,7.487999999999999,31.5
16,70.57791350360095,0.3948700078568511,14.025040318571428,-0.1125541123809523,870.0,0.0300000000000011,4.992,31.5
17,70.99630778501816,0.476673787183776,14.483681351428569,0.2575757576190476,870.0,0.0480000000000018,7.488,31.5
18,71.53844756674668,-0.3430434396801394,13.051227515863635,-0.1170798899999999,870.0,0.0200000000000031,3.432,31.5
19,70.9291692678407,-0.6178141425748642,14.338553604285716,-0.079365079047619,870.0,0.0219999999999984,4.68,31.5
20,72.17255751847568,1.801315621311355,12.263885918400002,-0.026060606,870.0,0.0600000000000022,9.36,31.5
21,70.02575305429997,4.1223272712888175,13.374432830454545,-0.0461432509090909,870.0,0.1099999999999994,17.160000000000004,31.5
22,71.3567254952475,4.464927395999582,16.982690684210525,0.4720893142105263,870.0,0.0999999999999943,15.599999999999998,31.5
23,69.0254634890366,3.072536423504213,15.528778497894738,-0.4106858052631579,870.0,0.0549999999999997,8.58,31.5
24,71.55560909494399,2.6802757136571524,14.912613530476186,0.0620490619047619,870.0,0.0600000000000022,10.14,31.5
25,71.04717884782262,2.605081272623728,15.031385281428571,0.1204906204761904,870.0,0.0799999999999983,12.48,31.5
26,56.21514620345211,0.5114103848787355,13.057278669066664,-1.1666666666666667,870.0,0.0200000000000031,3.12,31.5
0,69.58465780266634,-0.8695477751125447,12.029343206576923,0.6445221446153846,870.0,0.0399999999999991,6.24,31.5
1,73.39678735867535,-2.360416614962326,15.417260843809524,0.0678210676190476,870.0,0.009999999999998,1.56,31.5
2,71.03929883487721,-2.2216134732242905,14.301960785,-0.153208556,870.0,0.0,0.0,31.5
3,68.9395165375037,-3.653941202606183,15.914906416999996,0.110026738,870.0,0.0,0.0,31.5
4,71.36991838304505,-4.123933744088164,14.473361062222224,-0.3434343433333333,870.0,-0.019999999999996,-3.12,31.5
5,71.9660882387021,-3.789735556960656,14.588596045238097,0.2287157285714285,870.0,-0.0100000000000051,-1.56,31.5
6,57.60298174330221,-1.1413725285533711,12.49495666576,-0.0563992871999999,870.0,0.0200000000000031,3.12,31.5
7,68.52749753211361,0.0271960154312093,14.354545454499998,-0.072682709,870.0,0.0399999999999991,6.24,31.5
8,74.35520088131662,0.0042484045660368,15.8008467025,0.215151515,870.0,0.036999999999999,5.772,31.5
9,68.3917696418532,-0.7353734399515148,15.159606904210523,-0.2488038278947369,870.0,0.0120000000000004,2.34,31.5
10,73.64392171279574,-0.2333033995415394,14.896889059047618,0.0642135642857142,870.0,0.019999999999996,4.368,31.5
11,68.45598371901251,-0.2791943932598409,14.100203718380952,0.0714285714285714,870.0,0.0300000000000011,4.680000000000001,31.5
12,65.57068040426262,0.0271836655502595,13.993858017391307,-0.0777338604347825,870.0,0.0360000000000013,6.084,31.5
13,71.66464469345885,5.545646109266414,14.498769204761905,0.0707070709523809,870.0,0.1199999999999974,18.876,31.5
14,57.796728979857605,7.115566042299501,14.294583536272729,0.0819559227272727,870.0,0.1020000000000038,17.160000000000004,31.5
15,52.85166203995439,3.072608467979988,15.243336728571428,0.0728715728571428,870.0,0.1240000000000023,20.592,31.5
16,71.75752285346057,6.5677241275577805,16.965983362222218,-0.2281144783333333,870.0,0.1100000000000065,18.408,31.5
17,63.85753896151885,5.080531850507231,13.181230756,-0.1122589531818181,870.0,0.0899999999999963,14.04,31.5
18,72.39146066344183,1.1973917525719322,15.983600713499996,0.2803030305,870.0,0.0670000000000001,10.92,31.5
19,68.26665283246459,3.322354933627267,15.611666197894737,-0.0295055821052631,870.0,0.0700000000000002,10.920000000000002,31.5
20,71.9737490460872,0.9202084187715424,15.379367201499996,-0.2803030305,870.0,0.0309999999999988,4.836,31.5
21,69.76349751469328,-0.833210462510822,14.499151175428572,0.2251082252380952,870.0,0.0330000000000012,4.992,31.5
22,68.16554507707428,-4.158363545171481,13.77412783380952,-0.1507936509523809,870.0,-0.0200000000000031,-2.028,31.5
23,64.04207573838565,-1.5955340668260134,13.739709933636364,0.0027548213636363,870.0,0.0010000000000047,0.1560000000000001,31.5
24,73.62485666950792,-1.5951787425388138,14.773130464285714,0.0735930733333333,870.0,0.0100000000000051,1.404,31.5
25,70.42495562777205,-3.465616754701184,13.78358450681818,-0.0649205963636364,870.0,-0.0100000000000051,-1.56,31.5
26,22.399270425374365,-5.018760592445583,8.294117647,-1.313235294,870.0,0.0,-1.56,31.5
0,69.82434150224864,3.901212345885988,21.9001188348,1.8141988706666663,1220.0,0.2220000000000084,35.256,27.5
1,70.0293135669372,2.16461380021583,28.656619673636364,-0.0674931127272727,1220.0,0.0900000000000034,15.756,27.5
2,62.25310692888392,1.7106804512315226,26.11437908583333,-0.0220588233333333,1220.0,0.0999999999999943,17.003999999999998,27.5
3,68.32572885605279,3.488858809123817,26.88409496090909,-0.4759358290909092,1220.0,0.0850000000000079,14.976,27.5
4,65.08862500094403,1.867967671050676,24.942439096666664,-0.29040404,1220.0,0.0550000000000068,10.608,27.5
5,70.66161572778238,-0.3471091521600541,23.34698879642857,0.5259740257142858,1220.0,0.0840000000000031,14.04,27.5
6,67.16266030147922,-2.9304183029942097,26.74951385454545,-0.1601037109090909,1220.0,0.0,0.0,27.5
7,64.85489671482536,-1.2349814078376986,26.228812185454547,0.0471560527272727,1220.0,0.019999999999996,3.12,27.5
8,63.01200456405709,-3.808996611105801,20.817825312666663,0.1202020200000001,1220.0,0.034000000000006,4.680000000000001,27.5
9,67.42707170862558,-5.430426612433335,29.621746881,0.1942959,1220.0,-0.0040000000000048,-2.028,27.5
10,72.8000240297713,-5.480155616801925,19.7053475944,-1.2999999999999998,1220.0,-0.0600000000000022,-10.451999999999998,27.5
11,64.7177714026254,-4.037249291383373,21.18123328875,0.982731729375,1220.0,0.0619999999999976,11.544,27.5
12,67.67723690379458,-7.061006921709937,25.637654435,-0.0447579241666666,1220.0,-0.0535555600000066,-9.290666667,27.5
13,51.94364383114701,-0.9420259472843766,9.670174227967742,0.1952337612903225,1220.0,0.1090000000000088,16.310666667,27.5
14,66.10213692730919,0.193812319934256,40.38965017875,1.7083333337500002,1220.0,0.1149999999999948,21.06,27.5
15,59.08791663861824,-0.713532463167742,47.76633987,0.4368686866666667,1220.0,0.0589999999999975,11.232,27.5
16,72.06369554711594,0.4242055754865634,38.43594028375,-2.2680481287500003,1220.0,-0.0300000000000011,-5.616,27.5
17,62.73369908440678,0.3796616540072121,25.01365256909091,-0.3863231236363637,1220.0,0.039999999999992,4.68,27.5
18,72.1932222676984,0.0811233640817177,25.230906347692304,0.1072261069230769,1220.0,0.0519999999999925,8.267999999999999,27.5
19,70.10795882659421,-0.9120383296141846,23.35198135307692,-0.6728712461538462,1220.0,0.0180000000000006,2.652,27.5
20,59.56557506561376,1.6780253418503148,19.97150921066667,0.1568627446666667,1220.0,0.1099999999999994,17.16,27.5
21,67.02103289196317,3.9954889139469,22.461572741538458,-0.0990333192307692,1220.0,0.1290000000000049,20.28,27.5
22,69.0182923703592,3.963325003392784,18.16470063941176,0.3733092164705883,1220.0,0.171999999999997,26.832,27.5
23,66.78955050419732,4.056564352700573,25.374331550000004,0.0502450983333333,1220.0,0.091000000000001,15.756,27.5
24,73.10807289988662,1.98164283407894,24.221582338461538,-0.2909639384615385,1220.0,0.0769999999999981,13.572,27.5
25,68.11087271030964,2.5262387609036896,22.86754422,0.1282051284615384,1220.0,0.0900000000000034,14.04,27.5
26,69.81123066732003,0.6889092714390354,19.93175452021428,-1.1991341990714286,1220.0,0.0399999999999991,7.800000000000001,27.5
27,2.119477679601249,-0.5788218539889155,1.2575757575,-3.6363636365,1220.0,0.0,0.0,27.5
0,71.64086448106063,-0.4074933480869747,18.380359320315787,1.419457735263158,1195.0,0.0899999999999963,14.04,27.5
1,63.651644170969575,-2.698473648790925,25.49043915,0.0335034836363636,1195.0,0.009999999999998,1.5599999999999998,27.5
2,68.4284531551538,-2.415707094961117,23.878453654166663,-0.2169117641666667,1195.0,-0.0039999999999977,-1.092,27.5
3,70.63303308238862,-3.533306956021904,26.36452763,0.2438725491666666,1195.0,0.0,1.0920000000000003,27.5
4,70.87202919609935,-4.086543931277467,16.939210443235293,-1.1663783162941177,1195.0,-0.019999999999996,-3.12,27.5
5,68.47243202126909,-3.879157593283196,21.83486121692857,0.9123376626428572,1195.0,0.0529999999999972,8.268000000000002,27.5
6,56.14795580672347,-1.351892982322661,19.02707874470588,0.5240379570588236,1195.0,0.0619999999999976,10.764,27.5
7,71.42700448040921,0.1347502763122351,36.74925727777779,0.4166666666666666,1195.0,0.0589999999999975,12.168,27.5
8,64.60482095175834,0.0167750299257779,25.473140495454548,-0.7830173390909091,1195.0,0.0060000000000002,-0.1560000000000003,27.5
9,68.81557201200607,-0.7435378838480777,25.3760769475,0.0353535358333333,1195.0,0.0360000000000013,5.772,27.5
10,72.33329878799624,-0.2011366305587926,25.27087618307693,-0.0058275061538461,1195.0,0.029999999999994,5.304,27.5
11,65.35962260323657,-0.333551703032593,21.517284185714285,0.515151515,1195.0,0.081000000000003,12.636,27.5
12,61.13123909726631,-0.1026410637780436,19.84664289966667,-0.852525252666666,1195.0,0.036999999999999,8.892,27.5
13,69.21644995012646,5.517206226414718,23.786987523076924,0.2377622384615384,1195.0,0.1599999999999966,27.768,27.5
14,57.608642035524205,7.139327380520917,15.467662559782609,-0.0876152834782609,1195.0,0.1499999999999985,25.74,27.5
15,55.49827057119775,3.1574019321601123,17.579684715437498,0.466856060625,1195.0,0.2169999999999987,33.696,27.5
16,67.31992896807277,6.65020336037338,32.366313342,0.745677362,1195.0,0.1880000000000024,32.76,27.5
17,62.17774520493317,5.180467280548946,19.382558617692304,-1.7006375976923078,1195.0,0.0450000000000017,9.828,27.5
18,73.69130186839004,0.0655302391411399,23.24839572133333,0.7444444440000001,1195.0,0.1400000000000005,21.84,27.5
19,67.1185807413353,4.2092229050014005,23.795694502307693,0.1736596738461538,1195.0,0.1039999999999992,16.224,27.5
20,63.78828042776444,0.9910752838434054,25.599133042727274,-0.3112947654545455,1195.0,0.0350000000000036,6.707999999999999,27.5
21,69.82365677360119,-0.6845916075239666,22.516010949285715,0.1421886935714284,1195.0,0.0620000000000047,8.580000000000002,27.5
22,66.59527881392722,-4.099208108050417,26.47686760636364,-0.0886809272727272,1195.0,-0.0200000000000031,-2.184,27.5
23,64.604129408408,-1.533232307154221,21.987713267857146,0.0119047621428571,1195.0,0.009999999999998,1.872,27.5
24,69.14802207482602,-1.793544866928105,25.445521390000007,0.0909090908333333,1195.0,0.0020000000000024,3.119999999999999,27.5
25,67.46533332874627,-3.4529573793192907,24.813576944166662,-0.1338383841666666,1195.0,-0.0300000000000011,-4.680000000000001,27.5
26,29.50167160983866,-4.671452150239487,14.1651626555,-2.4650178247500003,1195.0,-0.0200000000000031,-3.12,27.5
0,68.89160639664223,4.020315756458228,27.60143288053846,2.882352941538461,870.0,0.1799999999999997,29.172,31.5
1,63.67857480171882,2.003608994495359,36.3673685375,-0.39215686375,870.0,0.0439999999999969,9.36,31.5
2,61.22414707483301,1.6738420805205416,26.98432182636364,-0.2727272727272727,870.0,0.0479999999999947,8.735999999999999,31.5
3,66.79314263576406,3.859678204394373,34.72796593333334,0.3333333333333332,870.0,0.0840000000000031,14.976,31.5
4,70.84679870211221,1.729420316668122,27.42557932272728,-1.5530303027272725,870.0,0.0140000000000028,2.8080000000000003,31.5
5,66.01052969710345,-0.378988751407191,28.580416463636364,1.300964187272727,870.0,0.0700000000000002,10.920000000000002,31.5
6,68.56591705916419,-2.9960011901797845,27.043753039090905,-0.3884297518181819,870.0,0.0009999999999976,-0.78,31.5
7,67.9278900907223,-0.9803866557208644,31.29188948300001,-0.357575758,870.0,-0.0060000000000002,0.9360000000000004,31.5
8,65.3737160795178,-4.151750307902823,21.190229501812503,0.9757130125,870.0,0.081000000000003,12.324,31.5
9,60.69688865971752,-5.910451537948663,40.44276801714285,0.2394957985714285,870.0,-0.0200000000000031,-3.12,31.5
10,66.89205527430204,-4.861792638279123,17.937878786533336,-1.604040404,870.0,-0.0279999999999986,-5.927999999999999,31.5
11,62.40363766563231,-4.409742516962485,17.494112956842105,0.0478468899999999,870.0,0.0,1.2479999999999996,31.5
12,71.998035209346,-6.8349497489039095,20.23057040933333,-0.0797979799999999,870.0,-0.0400000000000062,-6.239999999999999,31.5
13,54.83991305421084,-0.9205831873609562,17.762997623888886,0.3164983166666666,870.0,0.0400000000000062,6.24,31.5
14,65.10214602923664,0.4121185920571553,25.222492302727275,-0.1560119918181817,870.0,0.036999999999999,6.708,31.5
15,72.99150513032905,-0.1327186530757748,19.97840166466667,-0.3421568626666665,870.0,0.0260000000000033,4.211999999999999,31.5
16,71.2613679225568,0.3920197065652716,20.822459892,0.3313131313333333,870.0,0.0450000000000017,7.8,31.5
17,68.06305169325204,0.4481753063970715,21.26511968357143,0.0270562771428571,870.0,0.0300000000000011,4.68,31.5
18,67.3881703497605,-0.0728365231296623,23.73080351076923,0.4143699438461539,870.0,0.0399999999999991,6.24,31.5
19,68.48348074069187,-0.7918506256893477,26.67233835727273,-0.7348889972727274,870.0,0.0169999999999959,3.12,31.5
20,63.910818354215664,1.716029065678475,25.37971342230769,1.2541820923076925,870.0,0.1100000000000065,17.16,31.5
21,65.77972050225031,4.126380841257364,30.97756981333333,-1.7009803922222222,870.0,0.073999999999998,12.48,31.5
22,68.20012527782644,4.098181574614321,26.56294563333333,1.18504902,870.0,0.132000000000005,21.372000000000003,31.5
23,67.08296592130154,3.701656864414897,37.00361457777778,0.6993464055555555,870.0,0.0930000000000035,16.068,31.5
24,67.63273338392926,2.320036760759931,39.6311274525,-0.17173574,870.0,0.0510000000000019,9.36,31.5
25,57.78123839981944,2.79838135486689,41.30423987714285,0.700471097142857,870.0,0.0780000000000029,14.976,31.5
26,61.66208478707944,0.3575036624289818,23.97534165211111,-4.799019607777778,870.0,-0.0399999999999991,-5.616,31.5
0,63.669752537590064,-1.0465754163426122,26.0491681524,3.0294117646666665,870.0,0.1490000000000009,23.244,31.5
1,72.12510936588004,-2.5846287180922176,42.55057932375,-0.28052584625,870.0,-0.0009999999999976,-1.404,31.5
2,65.0697490763086,-1.3962418610010954,38.77164502285715,-1.3768780242857144,870.0,-0.027000000000001,-4.212,31.5
3,62.86264555040351,-3.7459376939438105,37.69385026625,0.6062834225,870.0,0.0290000000000034,4.056,31.5
4,67.78954530180813,-4.192302328156003,17.842150497571428,-1.0357142857142854,870.0,0.0240000000000009,2.34,31.5
5,67.18682573531267,-3.806778013976877,31.022638147,-0.0106060609999999,870.0,-0.0250000000000056,-0.6239999999999999,31.5
6,60.48886518777653,-1.2159805496074292,23.48583524285715,0.8906926407142857,870.0,0.0720000000000027,12.636,31.5
7,65.8729705553395,0.1782200100425342,39.28682041,0.6773061499999999,870.0,0.0510000000000019,9.36,31.5
8,62.8159709966432,0.0408802816722492,43.79519989857143,0.4495798314285714,870.0,0.0449999999999946,8.424,31.5
9,65.45431930261448,-0.7104205342214306,44.45881079857144,-0.5396613185714286,870.0,0.009999999999998,2.3400000000000003,31.5
10,64.84953811503269,-0.3310604092027696,41.923924115714286,0.0541125542857142,870.0,0.0309999999999988,4.836,31.5
11,60.87033598618991,-0.3960548252166228,26.915552584000004,-0.84688057,870.0,0.036999999999999,5.616,31.5
12,60.49665925446504,-0.00437491107588,24.611339641538464,-0.6084601676923074,870.0,0.027000000000001,6.5520000000000005,31.5
13,71.22926312507461,5.75262154507262,29.766771999090903,0.3220304654545454,870.0,0.1269999999999953,21.996,31.5
14,52.93049848196573,6.558852781380381,19.598603684,-0.2578431373333332,870.0,0.0900000000000034,14.04,31.5
15,47.63569845157552,2.9487899157163024,16.864763551352944,0.0093320747058823,870.0,0.1340000000000003,20.904,31.5
16,73.63913800329479,6.191346809405795,21.204723707333333,-0.2616161613333333,870.0,0.1020000000000038,17.628,31.5
17,63.61783997593411,5.624616251752825,17.01369083,-0.3728956227777777,870.0,0.0850000000000008,14.508,31.5
18,67.45664874872504,0.9899502681253542,23.63519813384616,0.7414986969230769,870.0,0.0699999999999931,12.48,31.5
19,68.10337232371172,3.406846155336148,21.019607842142857,-0.3216513878571429,870.0,0.0660000000000025,10.296,31.5
20,71.91090996386166,0.9562766150553706,19.418811274375,-0.3113859174999999,870.0,0.0500000000000042,6.864,31.5
21,65.78379000603259,-0.7947370455264722,24.072912381538465,0.9263677492307693,870.0,0.0589999999999975,9.204,31.5
22,65.4700706435679,-4.45631524209051,28.218089404545456,0.3316723390909091,870.0,0.009999999999998,0.1559999999999997,31.5
23,63.49310974582462,-1.6278135450135482,21.58091418285715,-0.6220715564285714,870.0,-0.0060000000000002,-1.56,31.5
24,70.05673300182391,-1.6656927935489465,21.74178762428572,0.0346320349999999,870.0,0.009999999999998,1.5599999999999998,31.5
25,68.94900114757986,-3.4723043697341622,20.172786688666665,-0.2303030306666666,870.0,-0.0150000000000005,-2.34,31.5
26,17.527019577331423,-5.103034592685137,8.319264069857143,-2.632034631428572,870.0,-0.0100000000000051,-2.3400000000000003,31.5
0,69.65762559309486,4.000339371537892,29.44107363292308,2.57607466076923,1220.0,0.2330000000000041,37.44,27.5
1,67.35608866312056,2.1485921961027223,40.89399509625,0.0588235287499999,1220.0,0.0979999999999989,17.784,27.5
2,59.26258133881249,1.795130444542065,31.273039216,-0.376069518,1220.0,0.0789999999999935,11.7,27.5
3,68.84714623657777,3.648248716692127,39.60799787,0.4292929288888889,1220.0,0.1319999999999908,23.556,27.5
4,60.69300291844398,1.5457326213974374,36.25356506375,-1.65719697,1220.0,0.0040000000000048,3.12,27.5
5,66.16819012773944,-0.2631621018232942,30.72443688363636,1.319559229090909,1220.0,0.1570000000000107,23.244,27.5
6,70.44161216065362,-3.016932416507522,37.43201624222222,-0.5286195288888889,1220.0,-0.0210000000000007,-4.368000000000001,27.5
7,66.37026401072897,-1.0966261606874397,34.46454743555555,-0.6228956233333334,1220.0,-0.0109999999999956,-0.3120000000000008,27.5
8,58.72435141374904,-3.7812516594975767,27.682338086666665,0.8320707075000001,1220.0,0.0759999999999934,10.452000000000002,27.5
9,70.59479844754101,-6.054665110104588,42.04779411625,-0.5381573087499999,1220.0,-0.0180000000000006,-0.936,27.5
10,67.08757920392235,-4.703026354782184,21.723453016714284,-1.3180226635714287,1220.0,-0.0210000000000007,-4.836,27.5
11,62.63413773649864,-3.899336563303196,25.542067737333337,1.2505050506666666,1220.0,0.0629999999999881,13.104,27.5
12,61.90271642821026,-7.135505107108571,43.66813088999999,0.8093328242857145,1220.0,-0.0100000000000051,-0.4679999999999998,27.5
13,55.42019245758306,-0.848715221285019,17.461527034761904,-0.2261904761904762,1220.0,0.125,18.408,27.5
14,57.92888312170378,0.2793663723370063,43.83403361285715,1.470970205714286,1220.0,0.0970000000000084,18.564,27.5
15,70.58653337562804,-0.1730246152277622,50.26992615142858,0.56926407,1220.0,0.0750000000000028,14.195999999999998,27.5
16,60.250793827840525,0.3087385139304575,50.532531195,-0.23989899,1220.0,0.0359999999999871,6.864000000000001,27.5
17,58.71867743790456,0.2785015823268508,47.89728164000001,-1.0505050516666667,1220.0,0.0050000000000096,2.184,27.5
18,73.11972413640093,-0.1294063007525439,38.91359675333333,-0.629629628888889,1220.0,0.0169999999999959,1.716,27.5
19,62.48188827114044,-0.7162928831640045,31.688304614444444,-1.892255892222222,1220.0,-0.0349999999999965,-3.744,27.5
